   r (Ang),     Ga-Ga,     Ga-P ,     Ga-O ,     P-P  ,     P-O  ,     O-O  
   3.30500,   0.00000,   0.57972,   2.02902,   0.00000,   1.30437,   0.57972
   3.31500,   0.00000,   0.57623,   2.59305,   0.00000,   0.43218,   0.72029
   3.32500,   0.00000,   0.00000,   2.00472,   0.00000,   0.71597,   1.00236
   3.33500,   0.00000,   0.00000,   3.13144,   0.00000,   0.56935,   0.85403
   3.34500,   0.00000,   0.00000,   2.97129,   0.00000,   0.56596,   0.77819
   3.35500,   0.00000,   0.00000,   3.37557,   0.00000,   0.56260,   0.35162
   3.36500,   0.00000,   0.00000,   2.23705,   0.00000,   1.53797,   0.55926
   3.37500,   0.00000,   0.00000,   2.22383,   0.00000,   1.80686,   0.76444
   3.38500,   0.00000,   0.00000,   3.03975,   0.00000,   1.51988,   1.10536
   3.39500,   0.00000,   0.00000,   2.06038,   0.00000,   1.23623,   0.68679
   3.40500,   0.00000,   0.00000,   2.04832,   0.00000,   1.09244,   0.75105
   3.41500,   0.00000,   0.00000,   2.44363,   0.00000,   1.76484,   0.61091
   3.42500,   0.00000,   0.00000,   2.83430,   0.00000,   1.48463,   1.21470
   3.43500,   0.00000,   0.00000,   2.28111,   0.00000,   1.61020,   0.46964
   3.44500,   0.00000,   0.00000,   1.60088,   0.00000,   2.13450,   0.80044
   3.45500,   0.00000,   0.00000,   1.85691,   0.00000,   2.65273,   0.72950
   3.46500,   0.00000,   0.00000,   2.76933,   0.00000,   1.97810,   1.12092
   3.47500,   0.00000,   0.00000,   1.44228,   0.00000,   2.22898,   1.04893
   3.48500,   0.00000,   0.00000,   1.30366,   0.00000,   2.08585,   0.71701
   3.49500,   0.00000,   0.00000,   1.94433,   0.00000,   2.46282,   0.90735
   3.50500,   0.00000,   0.00000,   1.28884,   0.00000,   3.22211,   0.90219
   3.51500,   0.00000,   0.00000,   1.40969,   0.00000,   1.53784,   0.83300
   3.52500,   0.00000,   0.00000,   0.76457,   0.00000,   2.67599,   1.08314
   3.53500,   0.00000,   0.00000,   0.25342,   0.00000,   3.04102,   0.82361
   3.54500,   0.00000,   0.00000,   0.62998,   0.00000,   2.14194,   1.13397
   3.55500,   0.00000,   0.00000,   1.50347,   0.00000,   2.50579,   0.81438
   3.56500,   0.00000,   0.00000,   1.12130,   0.00000,   1.74424,   0.80983
   3.57500,   0.00000,   0.00000,   0.61947,   0.00000,   1.61062,   0.99115
   3.58500,   0.00000,   0.00000,   0.61602,   0.00000,   1.84807,   1.29365
   3.59500,   0.00000,   0.00000,   1.10269,   0.00000,   1.47025,   1.22521
   3.60500,   0.00000,   0.00000,   0.00000,   0.00000,   0.60921,   1.03567
   3.61500,   0.00000,   0.00000,   0.24234,   0.00000,   2.05990,   1.02995
   3.62500,   0.00000,   0.00000,   0.60252,   0.00000,   1.92807,   0.84353
   3.63500,   0.00000,   0.00000,   0.35953,   0.00000,   1.31827,   0.95874
   3.64500,   0.00000,   0.00000,   0.47675,   0.00000,   1.07268,   0.89390
   3.65500,   0.00000,   0.00000,   0.11854,   0.00000,   1.06683,   1.00756
   3.66500,   0.00000,   0.00000,   0.00000,   0.00000,   1.65048,   0.70735
   3.67500,   0.00000,   0.00000,   0.00000,   0.00000,   1.52427,   0.70351
   3.68500,   0.00000,   0.00000,   0.11662,   0.00000,   1.74926,   1.04955
   3.69500,   0.00000,   0.00000,   0.11599,   0.00000,   0.69593,   0.57994
   3.70500,   0.00000,   0.00000,   0.11536,   0.00000,   1.03827,   0.69218
   3.71500,   0.00000,   0.00000,   0.11474,   0.00000,   0.45898,   1.09007
   3.72500,   0.00000,   0.00000,   0.11413,   0.00000,   0.79891,   1.14129
   3.73500,   0.00000,   0.00000,   0.34056,   0.00000,   0.56760,   0.68112
   3.74500,   0.00000,   0.00000,   0.33875,   0.00000,   0.79041,   0.62103
   3.75500,   0.00000,   0.00000,   0.22463,   0.00000,   0.44926,   0.89852
   3.76500,   0.00000,   0.00000,   0.33516,   0.00000,   0.44688,   0.44688
   3.77500,   0.00000,   0.00000,   0.44452,   0.00000,   0.11113,   0.50009
   3.78500,   0.00000,   0.00000,   1.10544,   0.00000,   0.22109,   0.49745
   3.79500,   0.00000,   0.00000,   0.76974,   0.00000,   0.10996,   0.65978
   3.80500,   0.00000,   0.00000,   1.42203,   0.00000,   0.00000,   0.49224
   3.81500,   0.00000,   0.00000,   1.19696,   0.00000,   0.00000,   0.59848
   3.82500,   0.00000,   0.00000,   0.86598,   0.00000,   0.10825,   0.75773
   3.83500,   0.00000,   0.00000,   1.07684,   0.00000,   0.10768,   0.59226
   3.84500,   0.00000,   0.00000,   1.28551,   0.00000,   0.10713,   0.42850
   3.85500,   0.00000,   0.00000,   1.06571,   0.00000,   0.10657,   0.42629
   3.86500,   0.00000,   0.00000,   1.69634,   0.00000,   0.00000,   0.58312
   3.87500,   0.00000,   0.00000,   1.47666,   0.00000,   0.10548,   0.47464
   3.88500,   0.00000,   0.00000,   1.15427,   0.00000,   0.00000,   0.73454
   3.89500,   0.00000,   0.00000,   1.77474,   0.00000,   0.20879,   0.26099
   3.90500,   0.00000,   0.00000,   1.86954,   0.00000,   0.20773,   0.46738
   3.91500,   0.00000,   0.00000,   2.06668,   0.00000,   0.31000,   0.25833
   3.92500,   0.00000,   0.00000,   1.23370,   0.00000,   0.10281,   0.66826
   3.93500,   0.00000,   0.00000,   1.12516,   0.00000,   0.71601,   0.61372
   3.94500,   0.00000,   0.00000,   1.93363,   0.00000,   0.30531,   1.06859
   3.95500,   0.00000,   0.00000,   1.51885,   0.00000,   0.40503,   0.81006
   3.96500,   0.00000,   0.00000,   1.91420,   0.00000,   0.30224,   0.60448
   3.97500,   0.00000,   0.00000,   1.70411,   0.00000,   0.90218,   0.55133
   3.98500,   0.00000,   0.00000,   1.69558,   0.00000,   0.49870,   0.64831
   3.99500,   0.00000,   0.00000,   2.67953,   0.00000,   0.79394,   0.64507
   4.00500,   0.00000,   0.00000,   1.97495,   0.00000,   1.08622,   0.39499
   4.01500,   0.00000,   0.39303,   2.25991,   0.00000,   1.47385,   0.49128
   4.02500,   0.00000,   0.00000,   1.95540,   0.00000,   1.27101,   0.58662
   4.03500,   0.00000,   0.00000,   2.91859,   0.00000,   0.97286,   0.63236
   4.04500,   0.00000,   0.00000,   1.93613,   0.00000,   1.93613,   0.53244
   4.05500,   0.00000,   0.00000,   2.31193,   0.00000,   2.02294,   0.57798
   4.06500,   0.00000,   0.38343,   2.39644,   0.00000,   1.34201,   0.71893
   4.07500,   0.00000,   0.00000,   2.57548,   0.00000,   2.09854,   0.95388
   4.08500,   0.00000,   0.37969,   2.46798,   0.00000,   1.70860,   0.80684
   4.09500,   0.00000,   0.75568,   2.92826,   0.00000,   2.17258,   0.66122
   4.10500,   0.00000,   0.00000,   2.25602,   0.00000,   1.97402,   0.70501
   4.11500,   0.00000,   0.00000,   2.99344,   0.00000,   3.08698,   0.32741
   4.12500,   0.00000,   1.11711,   3.35133,   0.00000,   3.25824,   0.69819
   4.13500,   0.00000,   0.00000,   2.31608,   0.00000,   2.40873,   0.74115
   4.14500,   0.00000,   0.36879,   2.85812,   0.00000,   3.41130,   0.59928
   4.15500,   0.00000,   2.20211,   2.84440,   0.00000,   2.29387,   0.59641
   4.16500,   0.00000,   0.00000,   2.37419,   0.00000,   3.10472,   0.68486
   4.17500,   0.00000,   0.00000,   2.72636,   0.00000,   3.81691,   0.72703
   4.18500,   0.00000,   2.17069,   2.35158,   0.00000,   4.25094,   0.67834
   4.19500,   0.00000,   3.24055,   1.98034,   0.00000,   1.89032,   0.72012
   4.20500,   0.00000,   1.43341,   1.88135,   0.00000,   3.58353,   0.40315
   4.21500,   0.00000,   2.49660,   2.05077,   0.00000,   4.36904,   0.84706
   4.22500,   0.00000,   1.41989,   2.21858,   0.00000,   2.92852,   0.66557
   4.23500,   0.00000,   1.05990,   2.20812,   0.00000,   3.88630,   1.01574
   4.24500,   0.00000,   3.51639,   2.10983,   2.10983,   2.19774,   0.35164
   4.25500,   0.00000,   2.09994,   2.53743,   0.69998,   3.06241,   0.65623
   4.26500,   0.00000,   2.09012,   1.65468,   0.69671,   2.78682,   0.52253
   4.27500,   0.69345,   3.46727,   1.21354,   2.08036,   2.86050,   0.65011
   4.28500,   0.69022,   3.10601,   1.29417,   1.38045,   2.58834,   0.77650
   4.29500,   1.37404,   3.09158,   1.88930,   1.37404,   2.40456,   0.42939
   4.30500,   1.36767,   2.05150,   1.19671,   0.68383,   3.33369,   0.55561
   4.31500,   2.04201,   4.42436,   1.02101,   2.72269,   2.63760,   0.42542
   4.32500,   1.35506,   2.03259,   1.01630,   1.35506,   2.54074,   0.55049
   4.33500,   4.04647,   3.37206,   1.18022,   2.02324,   2.78195,   0.25290
   4.34500,   2.01395,   2.68526,   0.83914,   4.69921,   2.60135,   0.41957
   4.35500,   2.00472,   1.33648,   0.83530,   2.00472,   2.42237,   0.20882
   4.36500,   6.65185,   1.99555,   1.24722,   2.66074,   1.99555,   0.49889
   4.37500,   5.95936,   2.64860,   0.99323,   5.29721,   2.23476,   0.24831
   4.38500,   9.88706,   1.97741,   0.65914,   5.27310,   1.56545,   0.16478
   4.39500,   8.52988,   2.29651,   0.65614,   4.59301,   1.80440,   0.16404
   4.40500,   5.22538,   0.32659,   0.81647,   7.83807,   1.87787,   0.24494
   4.41500,   5.85198,   0.97533,   1.38172,   4.55154,   2.19449,   0.12192
   4.42500,   3.88373,   0.64729,   0.97093,   7.76746,   1.61822,   0.12137
   4.43500,   6.44376,   1.28875,   1.04711,   3.86625,   1.36930,   0.20137
   4.44500,   9.62224,   0.96222,   1.28297,   4.49038,   1.20278,   0.08019
   4.45500,   4.47027,   0.00000,   1.51670,   4.47027,   1.51670,   0.07983
   4.46500,   4.45029,   1.27151,   1.11257,   8.90057,   1.03310,   0.07947
   4.47500,   7.59504,   0.31646,   1.34496,   4.43044,   1.18673,   0.03956
   4.48500,   3.78062,   0.31505,   1.10268,   5.04083,   1.10268,   0.11814
   4.49500,   2.50923,   0.00000,   1.72509,   2.50923,   1.17620,   0.00000
   4.50500,   6.86981,   0.00000,   0.62453,   6.86981,   0.78066,   0.03903
   4.51500,   4.35237,   0.00000,   1.24354,   4.35237,   1.16581,   0.00000
   4.52500,   3.71415,   0.00000,   0.92854,   5.57123,   0.30951,   0.00000
   4.53500,   0.61630,   0.00000,   0.84741,   4.31411,   0.61630,   0.23111
   4.54500,   3.68157,   0.00000,   1.30389,   1.22719,   1.15049,   0.07670
   4.55500,   0.61091,   0.00000,   0.84000,   2.44363,   1.52727,   0.11455
   4.56500,   0.60824,   0.00000,   0.98838,   1.21647,   0.91236,   0.11404
   4.57500,   2.42233,   0.00000,   0.75698,   2.42233,   0.60558,   0.11355
   4.58500,   0.00000,   0.00000,   1.28126,   1.20590,   1.20590,   0.07537
   4.59500,   0.00000,   0.00000,   0.82545,   0.60033,   0.90049,   0.22512
   4.60500,   0.00000,   0.29886,   1.12074,   0.59773,   0.67244,   0.33622
   4.61500,   0.59514,   0.00000,   0.52075,   0.00000,   0.66954,   0.48355
   4.62500,   0.00000,   0.00000,   1.11108,   0.00000,   0.81479,   0.37036
   4.63500,   0.00000,   0.00000,   1.03254,   0.00000,   0.51627,   0.70065
   4.64500,   0.00000,   0.00000,   0.88123,   0.00000,   0.73436,   0.36718
   4.65500,   0.00000,   0.29248,   0.80433,   0.00000,   0.65809,   0.69465
   4.66500,   0.58247,   0.00000,   0.94651,   0.58247,   0.65528,   0.43685
   4.67500,   0.57998,   0.00000,   0.79747,   2.89990,   0.50748,   0.79747
   4.68500,   0.00000,   0.00000,   0.72189,   0.00000,   0.79408,   0.90236
   4.69500,   1.15011,   0.00000,   0.79070,   1.15011,   0.50317,   0.86258
   4.70500,   0.57262,   0.57262,   0.78735,   1.14523,   0.71577,   0.85892
   4.71500,   2.28077,   0.00000,   0.64147,   1.14038,   0.85529,   0.89092
   4.72500,   1.13557,   0.00000,   1.06459,   2.27113,   0.56778,   1.31300
   4.73500,   2.26156,   0.00000,   0.84809,   1.69617,   0.77741,   1.06011
   4.74500,   4.50410,   0.56301,   0.70377,   2.25205,   0.63339,   1.05565
   4.75500,   1.68195,   0.28032,   0.14016,   1.12130,   0.70081,   1.43666
   4.76500,   3.34981,   0.00000,   0.62809,   1.11660,   0.62809,   1.84937
   4.77500,   2.22387,   0.55597,   0.55597,   1.66790,   0.62546,   1.42467
   4.78500,   2.21459,   0.55365,   0.34603,   4.42919,   0.83047,   1.48793
   4.79500,   1.65403,   0.55134,   0.20675,   1.65403,   0.82702,   2.03308
   4.80500,   6.03959,   1.09811,   0.27453,   2.19622,   0.89221,   1.92169
   4.81500,   7.65489,   0.00000,   0.41008,   4.92100,   0.41008,   1.70868
   4.82500,   7.07871,   1.63355,   0.40839,   5.44516,   0.34032,   2.24613
   4.83500,   3.25361,   0.54227,   0.33892,   2.71134,   0.54227,   1.66070
   4.84500,   5.40035,   0.81005,   0.13501,   7.56048,   0.33752,   2.83518
   4.85500,   2.15126,   0.53781,   0.06723,   6.99159,   0.53781,   2.01680
   4.86500,   6.96291,   1.87463,   0.46866,   5.89169,   0.60256,   2.27633
   4.87500,   8.00123,   1.33354,   0.53342,   8.53464,   0.46674,   2.10032
   4.88500,   5.84359,   1.85933,   0.26562,   6.37483,   0.33202,   2.22455
   4.89500,   4.23256,   1.58721,   0.06613,   6.87791,   0.59520,   2.38081
   4.90500,   7.37684,   1.58075,   0.00000,   6.84992,   0.79038,   2.07474
   4.91500,   5.24777,   0.78717,   0.26239,   5.77255,   0.26239,   2.62389
   4.92500,   5.22650,   1.30663,   0.06533,   6.27180,   0.58798,   2.67858
   4.93500,   4.68483,   1.56161,   0.26027,   5.72590,   0.65067,   2.47255
   4.94500,   6.73966,   2.07374,   0.06480,   5.18435,   0.45363,   2.62458
   4.95500,   3.61443,   1.29087,   0.06454,   7.22886,   0.51635,   2.35583
   4.96500,   5.14271,   3.08563,   0.12857,   4.11417,   0.51427,   3.08563
   4.97500,   3.07325,   3.32935,   0.00000,   4.09766,   0.44818,   1.82474
   4.98500,   4.08126,   2.55079,   0.12754,   2.55079,   0.63770,   2.35948
   4.99500,   3.55683,   2.79465,   0.06351,   4.57307,   0.69866,   2.54059
   5.00500,   2.02437,   2.27741,   0.00000,   2.53046,   0.56935,   1.92948
   5.01500,   4.03262,   2.01631,   0.31505,   2.52039,   0.50408,   2.17384
   5.02500,   1.50623,   1.75726,   0.25104,   0.50208,   0.56484,   2.10244
   5.03500,   3.50060,   1.25021,   0.37506,   0.00000,   0.87515,   1.93783
   5.04500,   3.48675,   1.24527,   0.12453,   2.49053,   0.49811,   2.21035
   5.05500,   0.49614,   0.74421,   0.18605,   1.98456,   1.05430,   1.89153
   5.06500,   1.97674,   0.24709,   0.24709,   1.97674,   1.11192,   1.91497
   5.07500,   1.47672,   0.73836,   0.24612,   0.49224,   0.98448,   1.56902
   5.08500,   1.47093,   0.98062,   0.49031,   2.45154,   1.22577,   1.37899
   5.09500,   0.00000,   0.73258,   0.48839,   0.97678,   1.09887,   1.55674
   5.10500,   0.48648,   0.24324,   0.24324,   0.48648,   0.79053,   1.82429
   5.11500,   0.48458,   0.24229,   0.54515,   0.96916,   0.78744,   1.66574
   5.12500,   0.96538,   0.24135,   0.54303,   0.48269,   1.44808,   1.29724
   5.13500,   0.00000,   0.72122,   0.84143,   0.48082,   1.02173,   1.71291
   5.14500,   0.00000,   0.23948,   0.41908,   0.00000,   1.49672,   1.34705
   5.15500,   0.47710,   0.23855,   0.77528,   0.00000,   0.71564,   1.46111
   5.16500,   0.00000,   0.23763,   1.18813,   0.47525,   1.06932,   1.39605
   5.17500,   0.00000,   0.23671,   1.06519,   0.47342,   0.82848,   1.18355
   5.18500,   0.47160,   0.23580,   0.82529,   0.00000,   0.58950,   1.06109
   5.19500,   0.00000,   0.00000,   1.23318,   0.93957,   0.82212,   1.43871
   5.20500,   0.00000,   0.00000,   1.28695,   0.93597,   1.05296,   0.99446
   5.21500,   0.46619,   0.00000,   0.87411,   1.86476,   0.69929,   1.31116
   5.22500,   0.00000,   0.00000,   1.27713,   0.46441,   0.87077,   1.30615
   5.23500,   0.92528,   0.00000,   1.27226,   1.85056,   1.21443,   1.24334
   5.24500,   0.00000,   0.00000,   0.97937,   1.84351,   0.63371,   1.18100
   5.25500,   1.37738,   0.00000,   1.14782,   0.91826,   0.86086,   1.29130
   5.26500,   2.28694,   0.00000,   1.08629,   0.91477,   0.91477,   1.14347
   5.27500,   1.82262,   0.00000,   1.31001,   1.36697,   0.56957,   1.33849
   5.28500,   2.26968,   0.00000,   0.73764,   1.36181,   0.34045,   1.13484
   5.29500,   2.26112,   0.00000,   1.01750,   2.26112,   0.56528,   1.38494
   5.30500,   0.90104,   0.00000,   1.46420,   1.35157,   0.67578,   1.37972
   5.31500,   2.24415,   0.00000,   0.84156,   2.24415,   0.67324,   1.40259
   5.32500,   1.34144,   0.00000,   0.89429,   2.23574,   0.72661,   1.53707
   5.33500,   0.89095,   0.00000,   0.94663,   3.11832,   0.50116,   1.19721
   5.34500,   1.33143,   0.00000,   1.38691,   2.66286,   0.55476,   1.27596
   5.35500,   1.76862,   0.00000,   0.66323,   2.21078,   0.66323,   1.43701
   5.36500,   2.20255,   0.00000,   1.04621,   1.76204,   0.38545,   1.40413
   5.37500,   2.63325,   0.21944,   0.71317,   0.87775,   0.38402,   1.15205
   5.38500,   1.74899,   0.00000,   0.65587,   0.00000,   0.65587,   1.28442
   5.39500,   3.48504,   0.87126,   0.92571,   1.74252,   0.59899,   1.00739
   5.40500,   0.43402,   0.43402,   0.75954,   1.73608,   0.54253,   1.60045
   5.41500,   2.59452,   0.43242,   0.43242,   1.29726,   0.64863,   1.29726
   5.42500,   2.15415,   1.29249,   0.75395,   1.29249,   0.70010,   1.10400
   5.43500,   1.28774,   1.07312,   0.37559,   0.85849,   0.64387,   0.99263
   5.44500,   0.85535,   0.85535,   0.58805,   0.42767,   0.53459,   1.22956
   5.45500,   0.00000,   1.70443,   0.74569,   0.85222,   0.53264,   1.38485
   5.46500,   1.27365,   2.75959,   0.31841,   0.42455,   0.58376,   1.22059
   5.47500,   1.26901,   1.69201,   0.47588,   0.84601,   0.52875,   1.03107
   5.48500,   0.00000,   2.52878,   0.31610,   0.00000,   0.47415,   0.81659
   5.49500,   0.41993,   2.09966,   0.89236,   0.00000,   0.68239,   0.94485
   5.50500,   0.00000,   1.88284,   0.62761,   0.41841,   0.62761,   0.96757
   5.51500,   0.41690,   2.50137,   0.52112,   0.00000,   0.83379,   0.80773
   5.52500,   0.00000,   2.07694,   0.51924,   0.41539,   0.67501,   1.06443
   5.53500,   0.41389,   2.48334,   0.41389,   0.82778,   0.93125,   0.98299
   5.54500,   0.41240,   1.44340,   0.46395,   0.00000,   0.72170,   1.13410
   5.55500,   0.82184,   2.26005,   0.25682,   0.00000,   0.77047,   1.02730
   5.56500,   0.00000,   2.25194,   0.56299,   0.00000,   0.71653,   0.94684
   5.57500,   0.00000,   2.03989,   0.35698,   0.00000,   0.66296,   0.91795
   5.58500,   0.00000,   1.21956,   0.76222,   0.00000,   1.21956,   1.04171
   5.59500,   0.00000,   2.02535,   0.30380,   0.00000,   1.41774,   0.81014
   5.60500,   0.00000,   1.00907,   0.45408,   0.00000,   1.16043,   0.90816
   5.61500,   0.00000,   1.00548,   0.75411,   0.00000,   0.70383,   0.98034
   5.62500,   0.00000,   0.40076,   0.55105,   0.00000,   1.30248,   1.40267
   5.63500,   0.00000,   0.39934,   0.69885,   0.00000,   1.24795,   0.87356
   5.64500,   0.00000,   0.59690,   0.49741,   0.00000,   1.14405,   1.01970
   5.65500,   0.00000,   0.00000,   0.84262,   0.00000,   1.68524,   0.76827
   5.66500,   0.00000,   0.00000,   0.59269,   0.00000,   1.13600,   1.40765
   5.67500,   0.39374,   0.19687,   0.83670,   0.78748,   1.27965,   0.93513
   5.68500,   0.39236,   0.19618,   0.88280,   0.00000,   1.61847,   1.27516
   5.69500,   0.39098,   0.00000,   0.43985,   0.00000,   1.56392,   1.00189
   5.70500,   0.00000,   0.00000,   0.63312,   0.00000,   1.75326,   1.21754
   5.71500,   0.00000,   0.00000,   0.67944,   0.00000,   0.72797,   1.23755
   5.72500,   1.54759,   0.00000,   0.96724,   0.00000,   1.64431,   1.16069
   5.73500,   0.00000,   0.00000,   0.62652,   0.00000,   1.44581,   1.15665
   5.74500,   0.00000,   0.00000,   0.52829,   0.38421,   1.24868,   0.98454
   5.75500,   0.76576,   0.00000,   1.10077,   0.00000,   1.24435,   1.07684
   5.76500,   0.76310,   0.00000,   1.19235,   0.00000,   1.43082,   1.45467
   5.77500,   1.90116,   0.00000,   0.61788,   1.52093,   1.42587,   0.90305
   5.78500,   1.13676,   0.00000,   0.61575,   1.13676,   1.42095,   1.30254
   5.79500,   0.75523,   0.00000,   0.61362,   0.00000,   1.55766,   1.01484
   5.80500,   0.75263,   0.00000,   0.94079,   0.00000,   1.41119,   0.98783
   5.81500,   0.00000,   0.00000,   1.07819,   1.50010,   1.78136,   0.82037
   5.82500,   0.37374,   0.00000,   1.02778,   0.37374,   1.54167,   1.02778
   5.83500,   0.74492,   0.00000,   0.83803,   1.48984,   2.04853,   0.86131
   5.84500,   2.22713,   0.00000,   0.78877,   1.11356,   1.85594,   1.06716
   5.85500,   2.21953,   0.00000,   0.60112,   2.58945,   1.66465,   0.67048
   5.86500,   1.47465,   0.00000,   0.96774,   1.10599,   1.33640,   1.22119
   5.87500,   1.10223,   0.00000,   0.64297,   1.10223,   1.56149,   1.03334
   5.88500,   2.19698,   0.00000,   0.86964,   2.19698,   1.92236,   0.96118
   5.89500,   2.18954,   0.00000,   0.86669,   1.82461,   1.87023,   0.84388
   5.90500,   2.54582,   0.00000,   0.81830,   1.45476,   1.81844,   0.70465
   5.91500,   0.72492,   0.00000,   1.17800,   2.17477,   1.63108,   0.83819
   5.92500,   1.44496,   0.00000,   1.12887,   1.80620,   1.44496,   0.81279
   5.93500,   0.72005,   0.00000,   0.99007,   2.52017,   1.57511,   1.08007
   5.94500,   0.71763,   0.00000,   1.25585,   1.07645,   1.52497,   0.74006
   5.95500,   2.50329,   0.00000,   1.56455,   1.43045,   1.07284,   0.78228
   5.96500,   0.71283,   0.00000,   1.82663,   0.71283,   1.02469,   0.75738
   5.97500,   1.06567,   0.00000,   1.73172,   1.06567,   1.06567,   0.77705
   5.98500,   0.70808,   0.00000,   1.50467,   0.35404,   0.97361,   0.84084
   5.99500,   0.35286,   0.00000,   1.32323,   0.70572,   0.83804,   0.68367
   6.00500,   1.40675,   0.00000,   2.15408,   0.70337,   0.61545,   0.94516
   6.01500,   0.35052,   0.00000,   1.53352,   0.00000,   0.92011,   0.54769
   6.02500,   0.69872,   0.00000,   1.48477,   0.34936,   0.96073,   0.67688
   6.03500,   0.00000,   0.00000,   1.74101,   0.34820,   0.73993,   0.80522
   6.04500,   0.00000,   0.00000,   1.69188,   1.04116,   0.52058,   0.71579
   6.05500,   0.00000,   0.00000,   1.98897,   0.00000,   0.73505,   0.84315
   6.06500,   0.00000,   0.00000,   1.81004,   0.00000,   0.81883,   0.64644
   6.07500,   0.00000,   0.00000,   1.88999,   0.34364,   0.25773,   0.66579
   6.08500,   0.00000,   0.00000,   1.96942,   0.00000,   0.21407,   0.79205
   6.09500,   0.00000,   0.00000,   1.70693,   0.34139,   0.51208,   0.68277
   6.10500,   0.00000,   0.00000,   1.91401,   0.00000,   0.34027,   0.61674
   6.11500,   0.00000,   0.00000,   1.39903,   0.67832,   0.55113,   0.78430
   6.12500,   0.00000,   0.00000,   1.81703,   0.00000,   0.16903,   0.61272
   6.13500,   0.00000,   0.00000,   1.85324,   0.67390,   0.12636,   0.58967
   6.14500,   0.00000,   0.00000,   2.05713,   0.00000,   0.25189,   0.58775
   6.15500,   0.00000,   0.00000,   1.29723,   0.00000,   0.25108,   0.52307
   6.16500,   0.00000,   0.00000,   1.58500,   0.00000,   0.00000,   0.60480
   6.17500,   0.00000,   0.00000,   1.28884,   0.00000,   0.24945,   0.39497
   6.18500,   0.00000,   0.00000,   1.65765,   0.00000,   0.24865,   0.26937
   6.19500,   0.00000,   0.00000,   1.40446,   0.00000,   0.33046,   0.59896
   6.20500,   0.00000,   0.00000,   1.02937,   0.00000,   0.28822,   0.49410
   6.21500,   0.00000,   0.00000,   1.47753,   0.00000,   0.08209,   0.71824
   6.22500,   0.00000,   0.00000,   0.90004,   0.00000,   0.24547,   0.38865
   6.23500,   0.00000,   0.00000,   1.38652,   0.00000,   0.16312,   0.75443
   6.24500,   0.00000,   0.00000,   0.60974,   0.00000,   0.36585,   0.56909
   6.25500,   0.00000,   0.00000,   0.81039,   0.00000,   0.40520,   0.68884
   6.26500,   0.00000,   0.00000,   0.64625,   0.00000,   0.52508,   0.54527
   6.27500,   0.00000,   0.00000,   0.84550,   0.00000,   0.88577,   0.52341
   6.28500,   0.00000,   0.32107,   0.80268,   0.00000,   0.92308,   0.38127
   6.29500,   0.00000,   0.16003,   0.60010,   0.00000,   1.12019,   0.36006
   6.30500,   0.00000,   0.31904,   0.51844,   0.00000,   1.19640,   0.59820
   6.31500,   0.00000,   0.15902,   0.59631,   0.00000,   0.71557,   0.59631
   6.32500,   0.00000,   0.47554,   0.55480,   0.00000,   1.22848,   0.51517
   6.33500,   0.00000,   0.63206,   0.59255,   0.00000,   1.58014,   0.47404
   6.34500,   0.00000,   0.00000,   0.63007,   0.00000,   1.22076,   0.55131
   6.35500,   0.00000,   0.31404,   0.62809,   0.00000,   1.17767,   0.52995
   6.36500,   0.00000,   0.00000,   0.62612,   0.00000,   1.52616,   0.41089
   6.37500,   0.00000,   0.78020,   1.01425,   0.00000,   0.78020,   0.48762
   6.38500,   0.00000,   1.55551,   0.97220,   0.00000,   1.78884,   0.71942
   6.39500,   0.00000,   0.93039,   0.50396,   0.00000,   1.62819,   0.44581
   6.40500,   0.00000,   1.70040,   0.65697,   0.00000,   1.19801,   0.48307
   6.41500,   0.00000,   0.77050,   1.07871,   0.00000,   1.65658,   0.48157
   6.42500,   0.00000,   1.07535,   1.11376,   0.00000,   1.45941,   0.46087
   6.43500,   0.00000,   0.76573,   1.22516,   0.00000,   1.30173,   0.57429
   6.44500,   0.00000,   3.20608,   0.64885,   0.00000,   1.41220,   0.49618
   6.45500,   0.00000,   3.04397,   0.95124,   0.00000,   1.71223,   0.49464
   6.46500,   0.00000,   1.97247,   1.06210,   0.00000,   1.28969,   0.79657
   6.47500,   0.00000,   2.42017,   1.02101,   0.00000,   1.21008,   0.51050
   6.48500,   0.00000,   2.56351,   1.09326,   0.00000,   1.28175,   0.58433
   6.49500,   0.00000,   3.60794,   1.01473,   0.00000,   1.69122,   0.54495
   6.50500,   0.00000,   2.39791,   1.08655,   0.00000,   1.12402,   0.52454
   6.51500,   0.00000,   2.68938,   0.93381,   0.00000,   1.15793,   0.72837
   6.52500,   0.00000,   1.93639,   1.30334,   0.00000,   0.85648,   0.80062
   6.53500,   0.00000,   3.26695,   1.11373,   0.00000,   1.18798,   0.92811
   6.54500,   0.00000,   1.33240,   0.81425,   0.00000,   1.18436,   0.74022
   6.55500,   0.00000,   1.77112,   0.77487,   0.00000,   1.18075,   0.75642
   6.56500,   0.00000,   2.50146,   1.14037,   0.00000,   1.28752,   0.82769
   6.57500,   0.00000,   2.20047,   0.84351,   0.00000,   1.10023,   0.82517
   6.58500,   0.00000,   1.31628,   1.31628,   0.00000,   1.49909,   0.84095
   6.59500,   0.00000,   1.45810,   1.16648,   0.00000,   0.91131,   0.69260
   6.60500,   0.00000,   1.88980,   1.30832,   0.00000,   1.01758,   0.79953
   6.61500,   0.00000,   0.86958,   1.48554,   0.00000,   1.19567,   0.65219
